fold,model_name,horizon,horizon_days,evaluation_type,segment_type,segment_value,mae,rmse,wape,bias,aggregate_bias,actual_sum,forecast_sum,observations,rmsse,rmsse_defined_series,rmsse_undefined_series,evaluation_split
combined,ridge_global_v1,days_1_7_aggregate,7,aggregate,overall,all,4.474809176656935,8.239489662801434,0.3106068378058955,-1.0744035328759087,-966.963179588318,12966.0,11999.036820411682,900,0.6701526025717467,900,0,validation
combined,ridge_global_v1,days_1_7_aggregate,7,aggregate,store_id,CA_1,4.975532250404358,9.81438379047279,0.2915350927971303,-1.7484882473945618,-524.5464742183685,5120.0,4595.453525781632,300,0.683103738382639,300,0,validation
combined,ridge_global_v1,days_1_7_aggregate,7,aggregate,store_id,TX_2,4.048982012271881,6.454059237495906,0.2811793064077695,-0.8171923247973124,-245.15769743919373,4320.0,4074.8423025608063,300,0.6393209555581488,300,0,validation
combined,ridge_global_v1,days_1_7_aggregate,7,aggregate,store_id,WI_3,4.399913267294566,8.104971306700207,0.3743545037403204,-0.657530026435852,-197.2590079307556,3526.0,3328.7409920692444,300,0.6880331137744523,300,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,demand_band,high,2.293505799432051,3.948696789326628,0.4996540455851654,-0.1410195364752545,-293.17961633205414,9543.0,9249.820383667946,2079,0.6485574224171929,297,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,demand_band,low,0.5758731957523223,1.003287410395223,0.9886377984880907,-0.1851349419960326,-384.8955444097519,1211.0,826.1044555902481,2079,0.6628683898480806,297,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,demand_band,medium,0.8802237465045477,1.3894371234448664,0.8523685646531379,-0.1348683561374938,-288.88801884651184,2212.0,1923.111981153488,2142,0.6113588489928142,306,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,dept_id,FOODS_1,1.4280755270095098,2.6873907815972364,0.6857374862926763,-0.2582810641596557,-244.07560563087463,1968.0,1723.9243943691254,945,0.7626600996367263,135,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,dept_id,FOODS_2,0.8918429621898668,1.4490247203483,0.8476352291502829,-0.0803903325750173,-141.80854666233063,1856.0,1714.1914533376694,1764,0.5784986928940894,252,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,dept_id,FOODS_3,1.3723575153645615,2.7981086039847733,0.5390653946263554,-0.1618153793637183,-581.0790272951126,9142.0,8560.920972704887,3591,0.6390418907881461,513,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,intermittency_class,highly_intermittent,0.2788583589692642,0.5395076977552997,1.202981990437175,-0.0865422098463115,-32.10715985298157,86.0,53.89284014701843,371,0.6510881164258475,53,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,intermittency_class,intermittent,0.6991302805070179,1.2969037538453874,0.7617464992017597,-0.1661708422911495,-501.33743119239807,2769.0,2267.662568807602,3017,0.6218853464516684,431,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,intermittency_class,regular,1.9361764040294585,3.389829943082686,0.5576249321069907,-0.148873141669965,-433.51858854293823,10111.0,9677.481411457062,2912,0.6587236046715107,416,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,overall,all,1.2461711422223891,2.476687994929512,0.6054973157489629,-0.1534862189822727,-966.963179588318,12966.0,11999.036820411682,6300,0.6406325267050971,900,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,store_id,CA_1,1.4302753071557908,3.019521176832804,0.5866363564506173,-0.2497840353420802,-524.5464742183685,5120.0,4595.453525781632,2100,0.6691241624705556,300,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,store_id,TX_2,1.2157427779833476,2.231845225949012,0.590986072630794,-0.1167417606853303,-245.15769743919373,4320.0,4074.8423025608063,2100,0.6295652729401239,300,0,validation
combined,ridge_global_v1,days_1_7_daily,7,daily,store_id,WI_3,1.0924953415280296,2.0744418581273214,0.6506637031221958,-0.0939328609194074,-197.2590079307556,3526.0,3328.7409920692444,2100,0.6232081447046119,300,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,demand_band,high,36.31502769812189,61.5170137395419,0.2473526104564306,2.0387062324016583,605.4957510232925,43604.0,44209.49575102329,297,1.3355490031960482,297,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,demand_band,low,7.535984948026612,10.130448421006523,0.4131021649250468,0.968436938745004,287.62577080726624,5418.0,5705.625770807266,297,1.1624642573325898,297,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,demand_band,medium,11.278895103853513,15.553690426997356,0.3166078251333983,-0.8125579707762774,-248.6427390575409,10901.0,10652.35726094246,306,1.1234970389708243,306,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,dept_id,FOODS_1,15.40857745718073,22.78172115792258,0.2614906293801883,4.108589259783427,554.6595500707626,7955.0,8509.659550070763,135,1.2418734892678356,135,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,dept_id,FOODS_2,16.913108459067722,35.12740266829451,0.3885235489229778,-3.239161384011072,-816.2686687707901,10970.0,10153.73133122921,252,1.2842620658834354,252,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,dept_id,FOODS_3,19.75210793232128,40.6439174706985,0.2471542848256211,1.7662532192457023,906.0879014730452,40998.0,41904.087901473045,513,1.1586999427841995,513,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,intermittency_class,highly_intermittent,5.567294365954849,6.995213681717527,0.7110038587845952,2.819470218892368,149.43192160129547,415.0,564.4319216012955,53,1.52051102971703,53,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,intermittency_class,intermittent,10.054260604619426,17.24927395973806,0.3183036815477429,-1.6981630563182786,-731.9082772731781,13614.0,12882.091722726822,431,1.1643737798423717,431,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,intermittency_class,regular,28.477499364660336,51.36652747716892,0.2581304688128883,2.9494113904925494,1226.9551384449005,45894.0,47120.9551384449,416,1.2097784822476276,416,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,overall,all,18.3056585085392,36.94525186728821,0.2749377143615186,0.7160875364144643,644.4787827730179,59923.0,60567.47878277302,900,1.206333369224531,900,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,store_id,CA_1,19.07243911743164,36.0781053150527,0.2552976858481837,1.681633520921071,504.4900562763214,22412.0,22916.49005627632,300,1.1932028045766072,300,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,store_id,TX_2,17.448505957126617,35.74761516032571,0.2652823731572058,1.7729476022720336,531.8842806816101,19732.0,20263.88428068161,300,1.1690892431405489,300,0,validation
combined,ridge_global_v1,days_1_30_aggregate,30,aggregate,store_id,WI_3,18.396030451059342,38.927281356875,0.3104116730591035,-1.3063185139497122,-391.8955541849136,17779.0,17387.104445815086,300,1.256708059956437,300,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,demand_band,high,2.7196203315431955,4.3740542857933535,0.5557246388874845,0.0679568744133886,605.4957510232925,43604.0,44209.49575102329,8910,0.755337468694594,297,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,demand_band,low,0.6945566443615623,1.039886554753679,1.1422110928869549,0.0322812312915001,287.62577080726624,5418.0,5705.625770807266,8910,0.7879050910815025,297,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,demand_band,medium,1.0234620463874085,1.4735114877348876,0.8618825415866811,-0.0270852656925425,-248.6427390575409,10901.0,10652.35726094246,9180,0.7434500523504622,306,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,dept_id,FOODS_1,1.4995644277702145,2.508590372480136,0.7634488915737735,0.1369529753261142,554.6595500707626,7955.0,8509.659550070763,4050,0.8446095523060767,135,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,dept_id,FOODS_2,1.2157506274956245,2.2722558843034024,0.8378372601519526,-0.1079720461337024,-816.2686687707901,10970.0,10153.73133122921,7560,0.7463303455350484,252,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,dept_id,FOODS_3,1.5952818560631263,2.9673992549274906,0.5988435476074813,0.05887510730819,906.0879014730452,40998.0,41904.087901473045,15390,0.7480335665430597,513,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,intermittency_class,highly_intermittent,0.4392917375894462,0.6596776144636002,1.6830695488366736,0.0939823406297455,149.43192160129547,415.0,564.4319216012955,1590,0.9101236505186578,53,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,intermittency_class,intermittent,0.8670223899894414,1.481517206838451,0.8234611064024884,-0.0566054352106092,-731.9082772731781,13614.0,12882.091722726822,12930,0.7678523564040214,431,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,intermittency_class,regular,2.2361077785109864,3.701223923854149,0.6080669602958363,0.0983137130164183,1226.9551384449005,45894.0,47120.9551384449,12480,0.737158262464231,416,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,overall,all,1.474655497820289,2.721901211713536,0.6644476818775396,0.0238695845471488,644.4787827730179,59923.0,60567.47878277302,27000,0.762043062525269,900,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,store_id,CA_1,1.6241335124704572,2.987913348541998,0.6522042482703068,0.056054450697369,504.4900562763214,22412.0,22916.49005627632,9000,0.7588405849894206,300,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,store_id,TX_2,1.4213846163484785,2.491039476964201,0.6483104372155031,0.0590982534090677,531.8842806816101,19732.0,20263.88428068161,9000,0.7494985767172608,300,0,validation
combined,ridge_global_v1,days_1_30_daily,30,daily,store_id,WI_3,1.3784483646419312,2.663331516126617,0.6977915114335667,-0.0435439504649904,-391.8955541849136,17779.0,17387.104445815086,9000,0.7777900258691257,300,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,demand_band,high,2.292956732740306,3.7281998682229225,0.39410193843974,-0.8765643702612983,-86.77987265586853,576.0,489.2201273441314,99,0.551249104955023,99,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,demand_band,low,0.6699848403834333,0.8441930467905494,0.9612825970718826,0.1004677842361758,9.946310639381409,69.0,78.94631063938141,99,0.5810806804715956,99,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,demand_band,medium,1.1628197536749,1.7421321748546157,0.9266219912096858,0.1755256571021734,17.903617024421692,128.0,145.9036170244217,102,0.5946126754557575,102,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,dept_id,FOODS_1,1.5958852370580037,2.477070681905356,0.5524218128277705,-0.2660743527942233,-11.973345875740051,130.0,118.02665412425996,45,0.7159155699303221,45,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,dept_id,FOODS_2,1.024503645442781,1.36488941572449,0.989175933530961,0.2878365204447791,24.17826771736145,87.0,111.17826771736144,84,0.5477530951133401,84,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,dept_id,FOODS_3,1.485764261574773,2.78212115207166,0.4569526775706586,-0.4159933732964142,-71.13486683368683,556.0,484.8651331663132,171,0.552770064428874,171,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,intermittency_class,highly_intermittent,0.6072595649295383,0.8791401661650018,1.3663340210914612,0.0464741786321004,0.8365352153778076,8.0,8.836535215377808,18,0.8499053281873266,18,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,intermittency_class,intermittent,0.8376631008254157,1.4430478539810918,0.8261882638278073,0.1156443042887581,16.652779817581177,146.0,162.65277981758118,144,0.5270802337670771,144,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,intermittency_class,regular,2.031772984974626,3.2329802541280728,0.4529639287988666,-0.5537627538045248,-76.41926002502441,619.0,542.5807399749756,138,0.5909658846658805,138,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,overall,all,1.3731294353803,2.4194861576408604,0.5329092245977878,-0.1964331499735514,-58.92994499206543,773.0,714.0700550079346,300,0.5758371388457416,300,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,store_id,CA_1,1.5750357615947723,2.917258934612522,0.4891415408679417,-0.4496933281421661,-44.96933281421661,322.0,277.0306671857834,100,0.5695478547415275,100,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,store_id,TX_2,1.2059030747413635,2.1394714420590057,0.4567814677050619,-0.309387526512146,-30.9387526512146,264.0,233.0612473487854,100,0.5424578974024507,100,0,validation
validation_fold_1,ridge_global_v1,day_1_daily,1,daily,store_id,WI_3,1.3384494698047638,2.115183693697683,0.71574837957474,0.1697814047336578,16.978140473365784,187.0,203.97814047336576,100,0.6155056643932469,100,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,demand_band,high,6.788001150795908,9.801654307859376,0.2352160006751119,0.4709271240716028,46.62178528308869,2857.0,2903.6217852830887,99,0.5930531830692708,99,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,demand_band,low,2.213517911506422,3.2082188251863304,0.549218729922646,-1.3262487324801358,-131.29862451553345,399.0,267.7013754844665,99,0.680010379220501,99,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,demand_band,medium,3.0717519077600217,4.5630696271593925,0.462121968424074,-0.3858346471599504,-39.35513401031494,678.0,638.6448659896851,102,0.6183193906757762,102,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,dept_id,FOODS_1,5.091206047270033,7.864499218169387,0.3677436149713507,0.200052081214057,9.002343654632568,623.0,632.0023436546326,45,0.7866521067701386,45,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,dept_id,FOODS_2,3.207844620659238,4.231626088473091,0.5211971917512108,-0.1372563867341904,-11.529536485671995,517.0,505.470463514328,84,0.6303527763753571,84,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,dept_id,FOODS_3,4.128104453198394,6.994786292498579,0.2526506304570241,-0.7105542714135689,-121.50478041172028,2794.0,2672.49521958828,171,0.5891982017276629,171,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,intermittency_class,highly_intermittent,0.9188014268875122,1.128169653187712,0.4864242848228006,-0.514898591571384,-9.268174648284912,34.0,24.731825351715088,18,0.5340438678299215,18,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,intermittency_class,intermittent,2.375220029718346,3.446168566980241,0.4042927710158887,-1.1660755864448018,-167.91488444805145,846.0,678.0851155519485,144,0.6186260312932598,144,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,intermittency_class,regular,6.129702694174172,8.895888592828793,0.2769806718389115,0.3851527960404106,53.15108585357666,3054.0,3107.1510858535767,138,0.6551226984670188,138,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,overall,all,4.014896939198176,6.494599827543862,0.3061690599286865,-0.413439910809199,-124.0319732427597,3934.0,3809.96802675724,300,0.6303395683853887,300,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,store_id,CA_1,3.737408546209336,5.712963815469804,0.2465309067420406,-0.7315046107769012,-73.15046107769012,1516.0,1442.84953892231,100,0.596347132698611,100,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,store_id,TX_2,3.950278841257096,5.991546272056331,0.2985849464291077,-0.8982324850559235,-89.82324850559235,1323.0,1233.1767514944077,100,0.6201167480750062,100,0,validation
validation_fold_1,ridge_global_v1,days_1_7_aggregate,7,aggregate,store_id,WI_3,4.357003430128097,7.6159633975445855,0.397899856632703,0.3894173634052276,38.941736340522766,1095.0,1133.9417363405228,100,0.6745548243825488,100,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,demand_band,high,2.005912963962142,3.144569389196782,0.4865585173348843,0.0672753034388004,46.62178528308869,2857.0,2903.6217852830887,693,0.6046204227777228,99,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,demand_band,low,0.5992615959172986,1.026391680308135,1.0408227718563603,-0.1894641046400194,-131.29862451553345,399.0,267.7013754844665,693,0.6912741735774618,99,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,demand_band,medium,0.8724037258564925,1.3794315314416172,0.918726047583386,-0.0551192353085643,-39.35513401031494,678.0,638.6448659896851,714,0.5981539697683407,102,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,dept_id,FOODS_1,1.3748070671444848,2.279611768039294,0.6951271687809193,0.0285788687448652,9.002343654632568,623.0,632.0023436546326,315,0.7409577561621513,45,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,dept_id,FOODS_2,0.8598243099491613,1.2791264877860131,0.977904631044694,-0.0196080552477414,-11.529536485671995,517.0,505.470463514328,588,0.610830384984393,84,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,dept_id,FOODS_3,1.2444789556034823,2.301843258396714,0.5331572333061447,-0.1015077530590812,-121.50478041172028,2794.0,2672.49521958828,1197,0.6120024478920948,171,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,intermittency_class,highly_intermittent,0.3232317387111603,0.6145289918714654,1.1978587964001823,-0.0735569416530548,-9.268174648284912,34.0,24.731825351715088,126,0.7098229755995971,18,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,intermittency_class,intermittent,0.6739119060692333,1.2031036685908891,0.802958866805895,-0.1665822266349717,-167.91488444805145,846.0,678.0851155519485,1008,0.6056714789273491,144,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,intermittency_class,regular,1.7683766354685244,2.774227941692979,0.5593489947159773,0.0550218280057729,53.15108585357666,3054.0,3107.1510858535767,966,0.6471866915159638,138,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,overall,all,1.156324871551423,2.063432943467792,0.6172552695114357,-0.0590628444013141,-124.0319732427597,3934.0,3809.96802675724,2100,0.6310175665184468,300,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,store_id,CA_1,1.2665077728884562,2.296423547256746,0.5847991035764639,-0.1045006586824144,-73.15046107769012,1516.0,1442.84953892231,700,0.6515484415276294,100,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,store_id,TX_2,1.1133305816990988,1.9351234910879616,0.589063799840793,-0.1283189264365604,-89.82324850559235,1323.0,1233.1767514944077,700,0.5989393007369389,100,0,validation
validation_fold_1,ridge_global_v1,days_1_7_daily,7,daily,store_id,WI_3,1.0891362600667136,1.9377828831963453,0.6962514904536069,0.0556310519150325,38.941736340522766,1095.0,1133.9417363405228,700,0.6425649572907717,100,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,demand_band,high,34.339456013958866,51.78109646752391,0.2413635885965159,-2.5905382777705337,-256.46328949928284,14085.0,13828.536710500715,99,1.387035860415626,99,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,demand_band,low,7.699266253095685,11.03603086601043,0.4129075617857382,-1.1066575917330654,-109.55910158157349,1846.0,1736.4408984184265,99,1.1676941189131882,99,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,demand_band,medium,11.582426351659436,16.54054527212246,0.3409545419536112,-1.138249897489361,-116.1014895439148,3465.0,3348.898510456085,102,1.1491622419700234,102,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,dept_id,FOODS_1,16.982002178827923,26.339924156619965,0.2710855260898391,2.2819383674197726,102.68722653388976,2819.0,2921.6872265338898,45,1.3108178793336966,45,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,dept_id,FOODS_2,15.24313778678576,23.92489404212792,0.4781268013778954,2.9266996142410098,245.8427675962448,2678.0,2923.842767596245,84,1.255733160033132,84,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,dept_id,FOODS_3,19.29021824661054,36.363048462224256,0.2373283919829054,-4.8576249985667,-830.6538747549057,13899.0,13068.346125245094,171,1.202715945156115,171,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,intermittency_class,highly_intermittent,6.178137514326307,8.411592788392937,0.823751668576841,3.22904896736145,58.1228814125061,135.0,193.1228814125061,18,1.667040322580986,18,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,intermittency_class,intermittent,10.165758213235272,18.10045571179561,0.3348282668586183,-3.984737950066725,-573.8022648096085,4372.0,3798.197735190392,144,1.1280205203338651,144,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,intermittency_class,regular,27.305545901042827,43.15113785591287,0.2530838427257647,0.243155817190806,33.55550277233124,14889.0,14922.555502772331,138,1.2876169268113091,138,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,overall,all,17.81080330769221,31.90666910446321,0.2754815937465283,-1.6070796020825704,-482.1238806247711,19396.0,18913.87611937523,300,1.2337760554483168,300,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,store_id,CA_1,15.956414997577667,27.38779500151908,0.223135435569538,0.1991999816894531,19.919998168945312,7151.0,7170.919998168945,100,1.106373174478489,100,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,store_id,TX_2,18.490497133731843,32.05419373723358,0.2812242910073284,-4.22041090965271,-422.041090965271,6575.0,6152.958909034729,100,1.2411504333044272,100,0,validation
validation_fold_1,ridge_global_v1,days_1_30_aggregate,30,aggregate,store_id,WI_3,18.98549779176712,35.728755209715665,0.3348412308953636,-0.8000278782844543,-80.00278782844543,5670.0,5589.997212171555,100,1.3538045585620342,100,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,demand_band,high,2.540358139930751,4.003272037148926,0.5356665726371551,-0.0863512759256844,-256.46328949928284,14085.0,13828.536710500715,2970,0.7525241308752613,99,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,demand_band,low,0.6911950517583776,1.0355100545189082,1.1120527105755047,-0.0368885863911021,-109.55910158157349,1846.0,1736.4408984184265,2970,0.7883907250329477,99,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,demand_band,medium,1.0003971410732644,1.465117336492766,0.883467605103662,-0.0379416632496453,-116.1014895439148,3465.0,3348.898510456085,3060,0.7229795431560038,102,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,dept_id,FOODS_1,1.615392899160032,2.7352586356732864,0.7736007143902246,0.0760646122473257,102.68722653388976,2819.0,2921.6872265338898,1350,0.8956348525087803,45,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,dept_id,FOODS_2,1.0603292495012284,1.4848326683459847,0.9977706156620968,0.0975566538080336,245.8427675962448,2678.0,2923.842767596245,2520,0.7198530246096757,84,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,dept_id,FOODS_3,1.521660449978901,2.85090260717063,0.5616316359732183,-0.1619208332855566,-830.6538747549057,13899.0,13068.346125245094,5130,0.7340541620275857,171,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,intermittency_class,highly_intermittent,0.4531793258808277,0.6800935973542451,1.8127173035233108,0.107634965578715,58.1228814125061,135.0,193.1228814125061,540,0.9170786566467924,18,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,intermittency_class,intermittent,0.836361012166297,1.5027173387190955,0.8264134429456549,-0.1328245983355575,-573.8022648096085,4372.0,3798.197735190392,4320,0.7426294705335008,144,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,intermittency_class,regular,2.125877251803587,3.3817475898934246,0.591116382729992,0.0081051939063602,33.55550277233124,14889.0,14922.555502772331,4140,0.7452784388431789,138,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,overall,all,1.4065475812223225,2.5243470166592568,0.6526566421427562,-0.053569320069419,-482.1238806247711,19396.0,18913.87611937523,9000,0.7543149471227503,300,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,store_id,CA_1,1.5318387059370675,2.7696056453705324,0.6426396472956514,0.0066399993896484,19.919998168945312,7151.0,7170.919998168945,3000,0.7484454451933102,100,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,store_id,TX_2,1.351607618411382,2.30115731477969,0.6167030958531021,-0.1406803636550903,-422.041090965271,6575.0,6152.958909034729,3000,0.7340446556454245,100,0,validation
validation_fold_1,ridge_global_v1,days_1_30_daily,30,daily,store_id,WI_3,1.336196419318517,2.480109506315612,0.7069822324436598,-0.0266675959428151,-80.00278782844543,5670.0,5589.997212171555,3000,0.7804547405295155,100,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,demand_band,high,1.894707566559917,2.88281537215608,0.5028848501057152,0.1682808182456276,16.65980100631714,373.0,389.65980100631714,99,0.4443297520865146,99,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,demand_band,low,0.4770205333979443,0.8778755641690381,0.8745376445628978,-0.1892491205774172,-18.735662937164307,54.0,35.26433706283569,99,0.4096899769397752,99,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,demand_band,medium,0.7700288435992073,1.177824747095135,0.7776528915556351,-0.1944108336579565,-19.82990503311157,101.0,81.17009496688843,102,0.4349966250668345,102,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,dept_id,FOODS_1,1.2608607954449125,2.1960112575408544,0.6675145387649536,-0.3452256706025865,-15.535155177116394,85.0,69.4648448228836,45,0.5721506902306207,45,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,dept_id,FOODS_2,0.6942406367687952,1.0293378795430936,0.870391246098191,-0.0977578177338554,-8.21165668964386,67.0,58.78834331035614,84,0.3649925115835895,84,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,dept_id,FOODS_3,1.159585231926009,2.0725684759220058,0.5273645602642222,0.0107663444608275,1.8410449028015137,376.0,377.8410449028015,171,0.4240436075849144,171,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,intermittency_class,highly_intermittent,0.321579356988271,0.5985901983324867,0.9647380709648132,-0.2714312672615051,-4.885762810707092,6.0,1.1142371892929075,18,0.490876285632715,18,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,intermittency_class,intermittent,0.57826278759883,1.0353685037521354,0.6890964885552724,-0.149275868089049,-21.34644913673401,120.0,98.653550863266,143,0.3963309715709939,143,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,intermittency_class,regular,1.6177267402196105,2.51728628595278,0.5593632260958353,0.0311255034782903,4.326444983482361,402.0,406.3264449834824,139,0.4561619198156749,139,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,overall,all,1.0444800798098246,1.8623903666981825,0.5934545908010367,-0.0730192232131958,-21.90576696395874,528.0,506.09423303604126,300,0.4297253631013994,300,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,store_id,CA_1,1.3001994514465331,2.4375762223947635,0.6019441904845061,-0.2613243103027344,-26.13243103027344,216.0,189.86756896972656,100,0.4295409171888378,100,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,store_id,TX_2,1.0416613471508027,1.6390630104880424,0.5570381535565789,-0.0907417738437652,-9.074177384376526,187.0,177.92582261562347,100,0.4817680001961649,100,0,validation
validation_fold_2,ridge_global_v1,day_1_daily,1,daily,store_id,WI_3,0.791579440832138,1.333112238926686,0.6332635526657104,0.1330084145069122,13.300841450691223,125.0,138.30084145069122,100,0.3778671719191953,100,0,validation
